article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
741419002,741419,Petite Daiquiri,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Trousers in airy viscose with an elasticated drawstring waist, side pockets and slightly wider, tapered legs with elasticated hems."
742180002,742180,Supper plisse top,254,Top,Garment Upper body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Sleeveless, pleated blouse in a patterned weave with a small stand-up collar, opening with a button at the back of the neck and a raw-edge hem."
442915014,442915,Dina,272,Trousers,Garment Lower body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Joggers in lightweight sweatshirt fabric with a wide panel at the top, side pockets and fold-down cuffs at the hems."
754769001,754769,Bralet top,253,Vest top,Garment Upper body,1010016,Solid,53,Dark Pink,5,Bright,4,Pink,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Double-layered, cropped sleeveless top in soft jersey with a sweetheart neckline, decorative knot at the front and seam under the bust."
825182001,825182,CS Backlash Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted, calf-length dress in sturdy, ribbed jersey with a slight sheen. High collar, long ties at the waist, a wrapover and open section at the back, and slits in the sides. Lined."
767126003,767126,Niko Fancy 5-p boxer SB,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,22,Yellow,5,Bright,8,Yellow,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
573085043,573085,Madison skinny HW (1),272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket jeans in washed stretch denim with a high waist, zip fly and slim legs."
507909018,507909,Rebecca,259,Shirt,Garment Upper body,1010001,All over pattern,71,Light Blue,3,Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
936879002,936879,Baz vest PI,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,Slipover in a soft cable knit. Relaxed fit with a rib-trimmed V-neck and ribbing around the hem. The polyester content of the slipover is recycled.
553905006,553905,Santiago dress,265,Dress,Garment Full body,1010021,Lace,21,Light Yellow,3,Light,8,Yellow,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Sleeveless lace dress with an opening and button at the back of the neck and an elasticated seam and decorative bow at the waist. Jersey lining.
603584011,603584,ED Hotpants (1),274,Shorts,Garment Lower body,1010023,Denim,7,Grey,4,Dark,12,Grey,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short, 5-pocket shorts in washed stretch denim with worn details, a regular waist, zip fly and raw-edge hems."
890219002,890219,Func. Hilma boot SG,87,Boots,Shoes,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Waterproof ankle boots in imitation leather with a glittery appliqué on the outside, zip on the inside and loops at the top. Soft velour linings and insoles and chunky soles. Height of soles 2.5 cm."
349301022,349301,GLASSIG ESPADRILLE,86,Ballerinas,Shoes,1010016,Solid,42,Red,5,Bright,18,Red,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Espadrilles in cotton with a braided jute trim around the soles and concealed elastic at the back of the heels. Fabric linings and insoles and patterned soles.
841283001,841283,Ally Frill Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,"Pleated trousers in an airy weave. High waist with covered elastication and a small frill trim at the top, pockets in the side seams and wide straight legs with overlocked hems."
737489004,737489,Darwin,252,Sweater,Garment Upper body,1010016,Solid,23,Dark Yellow,4,Dark,20,Khaki green,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Off-the-shoulder jumper in a soft, rib-knit cotton blend with a foldover top edge, long sleeves, and ribbing at the cuffs and hem."
832948001,832948,3PCS body and pant set,270,Garment Set,Garment Full body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Set with a bodysuit, T-shirt and pair of trousers in soft, organic cotton jersey. Bodysuit with a concealed press-stud on one shoulder, short sleeves and press-studs at the crotch. T-shirt with lapped shoulders. Trousers with covered elastication and a drawstring at the waist and ribbed hems."
816940002,816940,+SOPHIA CROPPED,273,Leggings/Tights,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,-1,Unknown,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"3/4-length running tights in fast-drying functional fabric with ventilating mesh sections on the legs. High, elasticated waist with a concealed drawstring and a concealed key pocket in the waistband."
649508002,649508,JULIA short parka,262,Jacket,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,7812,Kids Girl Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Lightly padded parka in cotton twill with a lightly brushed, velvety finish and detachable, pile-lined hood with a faux fur trim. Stand-up collar, zip and wind flap with press-studs down the front and patch front pockets with a flap and press-stud. Embroidered appliqués on the back, ribbed cuffs and an elasticated hem. Slightly longer at the back. Pile lining."
624723003,624723,CSP Venus LS,252,Sweater,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Cropped, off-the-shoulder top in jersey with a sheen. Ties and a double flounce at the top, long sleeves and overlocked edges at the neckline, cuffs and hem."
349301046,349301,GLASSIG ESPADRILLE,86,Ballerinas,Shoes,1010001,All over pattern,9,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Espadrilles in cotton with a braided jute trim around the soles and concealed elastic at the back of the heels. Fabric linings and insoles and patterned soles.
891177001,891177,Marion pouch,67,Belt,Accessories,1010026,Other structure,33,Dark Orange,4,Dark,11,Beige,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Adjustable belt in grained imitation leather with a small, detachable bag. The bag has a flap with a decorative metal detail and concealed fastener."
649671004,649671,DeLuca pull-on jogger,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"Joggers in soft twill with a regular, elasticated drawstring waist, side pockets, fake back pockets and tapered legs."
692467001,692467,SB Basic T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,6281,Bottoms Girls,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,"Double-layered top in fast-drying, breathable functional fabric with short sleeves with contrasting colour trims."
723912003,723912,Mindy peep toe pump,90,Pumps,Shoes,1010016,Solid,32,Orange,1,Dusty Light,3,Orange,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Open-toed court shoes in imitation suede made partly from recycled polyester with open sides and slim, covered heels. Imitation leather insoles. Heel 8 cm."
588245001,588245,MC Dayzy blazer,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,"Gently fitted jacket in a textured weave with a concealed hook-and-eye fastening at the front, welt front pockets and sleeves with gathered seams. Lined."
716753005,716753,BRAM cardigan,245,Cardigan,Garment Upper body,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Cardigan in soft, rib-knit organic cotton with buttons down the front and sewn-in turn-ups at the cuffs."
786245003,786245,Sabrina,252,Sweater,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric made from a cotton blend with ribbing around the neckline, cuffs and hem. Soft brushed inside."
510398002,510398,Yate hood,308,Hoodie,Garment Upper body,1010008,Front print,42,Red,5,Bright,18,Red,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Top in sweatshirt fabric with a motif and lined, drawstring hood with a wrapover front. Kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
814881006,814881,Wilma rib L/S,255,T-shirt,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Long-sleeved top in soft, ribbed cotton jersey with a round neck and decorative buttons down the front."
814874002,814874,Elaine shirt dress,265,Dress,Garment Full body,1010001,All over pattern,43,Dark Red,4,Dark,18,Red,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Shirt dress in an airy viscose weave with a grandad collar, buttons down the front and long sleeves with a tab and button. Seam under the bust and a gently flared skirt. Unlined."
694995004,694995,ED Despacito,258,Blouse,Garment Upper body,1010001,All over pattern,17,Yellowish Brown,2,Medium Dusty,13,Brown,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Blouse in an airy weave with a collar, buttons down the front, a yoke with decorative gathers at the back and long, wide sleeves with buttoned cuffs."
813803005,813803,BJÖRK TEE TVP,255,T-shirt,Garment Upper body,1010008,Front print,7,Grey,1,Dusty Light,12,Grey,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey with a narrow ribbed trim around the neckline. Press-stud on one shoulder (except in sizes 1½-4Y)."
679526002,679526,BUDDY ls 2p aop,255,T-shirt,Garment Upper body,1010027,Neps,51,Light Pink,3,Light,4,Pink,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved tops in soft jersey with short slits at the hem. Slightly longer at the back.
537346015,537346,Ridge,252,Sweater,Garment Upper body,1010010,Melange,71,Light Blue,3,Light,2,Blue,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Oversized jumper in a soft knit with a deep V-neck, long raglan sleeves and ribbing around the neckline, cuffs and hem."
884771002,884771,Peach wrap linen mix skirt,275,Skirt,Garment Lower body,1010001,All over pattern,10,White,3,Light,-1,Unknown,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,Short wrap skirt in a linen and viscose weave with a flounced trim at the front and hem. High waist with a concealed button at one side and ties at the other. Unlined.
523160008,523160,Salt,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Sleeveless top in jersey crêpe with an opening at the top with a tie detail at the neck and a seam down the front.
590920001,590920,Paris swimsuit,57,Swimsuit,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined swimsuit with a deep V-neck at the front and wide shoulder straps that cross at the back.
830784001,830784,tres chino,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"Chinos in washed, stretch cotton twill with a zip fly, diagonal side pockets and jetted back pockets with a button. Skinny Fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette."
726172001,726172,W RONAN DRESS EQ,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Calf-length dress in an airy, patterned weave with a concealed zip at the back, bell-shaped panels at the sides of the hem and a short slit at the front. Short sleeves with gathers for a draped effect. Partly lined."
771557001,771557,Lasse Fluff,252,Sweater,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft fine knit containing some wool with ribbing around the neckline, cuffs and hem."
627815002,627815,W Harry blouse EQ,258,Blouse,Garment Upper body,1010016,Solid,91,Light Green,3,Light,19,Green,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Wide blouse in a cotton weave with a collar, buttons down the front, long balloon sleeves and wide, buttoned cuffs with a slit. Seam and a wide flounce at the hem."
681111007,681111,Holly Trousers,272,Trousers,Garment Lower body,1010001,All over pattern,82,Turquoise,3,Light,7,Turquoise,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"Joggers in an airy viscose weave with an elasticated waist with a tasselled drawstring, side pockets and tapered legs with covered elastic at the hems."
544778001,544778,Tam Tanktop,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,7989,Underwear Jersey Fancy inactive from s1,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear",Jersey vest top in soft pima cotton.
811291013,811291,Rania tee dress,265,Dress,Garment Full body,1010008,Front print,20,Other Yellow,5,Bright,8,Yellow,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"T-shirt dress in soft, printed cotton jersey with a round neckline and straight hem."
804735012,804735,Long scarf scrunchie,78,Other accessories,Accessories,1010001,All over pattern,33,Dark Orange,4,Dark,3,Orange,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Elasticated satin scrunchie with a scarf detail.
620168002,620168,ULLA COLD SHOULDER,258,Blouse,Garment Upper body,1010001,All over pattern,72,Blue,1,Dusty Light,2,Blue,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Cold shoulder blouse in an airy weave with narrow, adjustable shoulder straps and a frill trim at the top. Long sleeves with smocking and a narrow frill at the cuffs, a seam with a drawstring at the waist, inset ladder stitching and a scalloped lace trim at the hem."
588368001,588368,MC Volpino trs,272,Trousers,Garment Lower body,1010026,Other structure,9,Black,4,Dark,5,Black,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Trousers in a stretch weave with a concealed hook-and-eye fastener, zip fly, side and back pockets and straight, tapered legs with creases."
905852001,905852,Elba Cut Out Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Jumper in a soft knit with cut-out sections at the shoulders. Dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
564934009,564934,Ben ss polo,255,T-shirt,Garment Upper body,1010016,Solid,82,Turquoise,5,Bright,7,Turquoise,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Short-sleeved cotton piqué top with a ribbed collar, button placket, small embroidered detail on the chest and narrow ribbing at the cuffs."
519936030,519936,Ronja 5-pack brief solid,286,Underwear bottom,Underwear,1010016,Solid,10,White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey briefs in various designs with an elasticated waist and lined gusset.
654608001,654608,LOGG Artur blouse,258,Blouse,Garment Upper body,1010016,Solid,63,Dark Purple,4,Dark,6,Lilac Purple,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Blouse in woven fabric with a decorative broderie anglaise pattern. Smocked stand-up collar, a small opening with covered buttons at the back of the neck, long sleeves with smocking at the cuffs, and a rounded hem."
732573007,732573,Durum Wrap Blouse,258,Blouse,Garment Upper body,1010001,All over pattern,11,Off White,3,Light,9,White,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Blouse in woven fabric with a collar and wrapover front with ties at the side. Long, slightly wider sleeves with narrow elastication at the cuffs."
567626001,567626,Pineapple swimsuit BIG,57,Swimsuit,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with a draped front, underwired padded cups, adjustable shoulder straps and a silicone trim at the top of the back."
802146001,802146,H-clip 2pk X-mas,72,Hair clip,Accessories,1010016,Solid,42,Red,7,Medium,18,Red,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Metal hair clips with glittery decorations. Width approx. 4.5 cm.
734851001,734851,LOTTA set BG,253,Vest top,Garment Upper body,1010006,Dot,73,Dark Blue,4,Dark,2,Blue,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Vest top and shorts in soft organic cotton jersey. Patterned vest top with a frill-trimmed, rounded hem. Shorts with elastication and a decorative drawstring at the waist."
727785005,727785,Emma 3-p terry BG,302,Socks,Socks & Tights,1010013,Other pattern,7,Grey,1,Dusty Light,12,Grey,7931,Young Girl S&T,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with terry inside.
485537026,485537,TP Valter pj SB,297,Pyjama set,Nightwear,1010017,Stripe,7,Grey,1,Dusty Light,12,Grey,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in soft ribbed cotton jersey with contrasting colour ribbing. Long-sleeved top. Bottoms with an elasticated waist.
801452003,801452,Timeless Roundneck Swimsuit,57,Swimsuit,Swimwear,1010001,All over pattern,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with a gently rounded neckline at the front and a low-cut, rounded neckline at the back. Padded cups with removable inserts that shape the bust and provide good support. Narrow, adjustable shoulder straps that can be fastened in different ways at the back."
889713001,889713,Lameeka Canvas Sneaker,94,Sneakers,Shoes,1010016,Solid,11,Off White,1,Dusty Light,9,White,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Twill trainers with lacing at the front and a loop at the back. Fabric linings and insoles and patterned rubber soles.
854787001,854787,B Wagg Speed Kaftan,300,Sarong,Swimwear,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Long kaftan in airy, patterned chiffon with a V-neck and long, wide sleeves with covered elastication at the cuffs. Flounces down the back and front, and a seam with a drawstring at the waist."
852671001,852671,Coco Dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Short dress in a patterned viscose weave with a sweetheart neckline at the front and frill-trimmed smocking at the back. Long sleeves with narrow elastication at the shoulders and cuffs, a seam under the bust and a flared skirt. Unlined."
656091002,656091,Premium Knesset blouse,258,Blouse,Garment Upper body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,"Blouse woven in a patterned viscose blend with a frill around the neckline, dropped shoulders with gathers, and long sleeves with elasticated, frill-trimmed cuffs. Yoke and press-studs at the back."
233091020,233091,Magic Gloves 2pack,71,Gloves,Accessories,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Fine-knit gloves.
928097002,928097,Cher dress,265,Dress,Garment Full body,1010016,Solid,13,Beige,1,Dusty Light,1,Mole,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in lightweight viscose twill with a sheen. A-line style with a high, smocked collar and decorative gathers at the top, an opening with concealed hook-and-eye fasteners at the back and long balloon sleeves with a puff at the shoulders and smocking at the cuffs."
293510016,293510,2-p basic tights BG,304,Underwear Tights,Socks & Tights,1010016,Solid,10,White,3,Light,9,White,7931,Young Girl S&T,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit tights with an elasticated waist.
805321001,805321,Queen PU Kickflare,272,Trousers,Garment Lower body,1010018,Treatment,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in imitation leather with a high waist, concealed zip in one side and straight-cut legs with raw-edge hems."
679949001,679949,Jake HT SB,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Hi-tops with elasticated lacing at the front, a hook and loop tab at the top and a loop at the back. Mesh linings and insoles and thermoplastic rubber (TPR) soles."
865440010,865440,ED Sorrel dress.,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,6,Lilac Purple,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Short dress in a viscose weave with a small stand-up collar and V-neck opening at the top. Dropped shoulders, short sleeves with sewn-in turn-ups, and a rounded hem. Slightly longer at the back. Unlined."
602675001,602675,Dracarus Baracuta jacket,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5262,Jacket Smart,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Jacket in twill containing some wool with a stand-up collar with a tab and press-studs. Zip, flap side pockets with a press-stud and ribbing at the cuffs and hem. Lined."
572492002,572492,Christian colour,252,Sweater,Garment Upper body,1010016,Solid,63,Dark Purple,4,Dark,6,Lilac Purple,5884,Knitwear,F,Menswear,3,Menswear,55,Contemporary Street,1003,Knitwear,"Straight-style jumper in a soft, rib-knit wool blend with a brushed finish. Long sleeves and ribbing around the neckline, cuffs and hem."
842248001,842248,KIDS-Breeze Top,255,T-shirt,Garment Upper body,1010017,Stripe,42,Red,7,Medium,18,Red,7857,Kids Boy Exclusive,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1001,Unknown,"KIDS EXCLUSIVE. Long-sleeved top in soft, patterned organic cotton jersey with a button placket and open chest pocket."
640001033,640001,Low Price l/l pj BB,297,Pyjama set,Nightwear,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in soft cotton jersey. Long-sleeved top with a print motif on the front and ribbed cuffs. Bottoms with an elasticated waist and ribbed hems.
806172005,806172,Juni frill dress,265,Dress,Garment Full body,1010001,All over pattern,21,Light Yellow,3,Light,8,Yellow,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Sleeveless dress in soft cotton jersey with a roll-edged flounce around the neckline and an opening with a button at the back of the neck. Gathered, elasticated seam at the waist and a gently flared skirt. Unlined."
694726001,694726,GLOVES MAGIC 3-PACK BASIC,71,Gloves,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4222,Young Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Gloves in a soft, fine knit with ribbed cuffs."
720651002,720651,Lily Dress,265,Dress,Garment Full body,1010016,Solid,72,Blue,1,Dusty Light,2,Blue,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Long, sleeveless dress in chiffon crêpe with a hook-and-eye fastener at the back of the neck, concealed zip at the back and a seam at the waist with beaded and sequined embroidery. Lined."
889379009,889379,Carmen,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, A-line dress in a viscose weave with a deep V-neck. Long, wide raglan sleeves, narrow elastication at the cuffs, and gathered, asymmetric seams for added width. Unlined."
811262002,811262,Polo ss Silas,257,Polo shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Polo shirt in fine-knit premium cotton with a ribbed collar, button placket and ribbed trims around the sleeves and hem."
788846010,788846,Midnight,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in soft, gently draping viscose twill with a collar, buttons down the front and yoke at the back. Long sleeves with buttoned cuffs, and a detachable tie belt at the waist. Unlined."
780459001,780459,CAT medium support bra,306,Bra,Underwear,1010005,Colour blocking,42,Red,5,Bright,18,Red,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with wide, adjustable shoulder straps that can be fastened in various ways and lightly padded cups with removable inserts that shape the bust and provide good support. Wide, ribbed hem and a hook-and-eye fastening at the back. Medium support."
686553003,686553,Barney henley,252,Sweater,Garment Upper body,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,Henley shirt in cotton jersey with a button placket and long raglan sleeves in a contrasting colour with a print motif and ribbed cuffs.
725904001,725904,Hailey Dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, sleeveless dress in a patterned viscose crêpe weave with flounce-trimmed shoulder straps and a flounce at the top. Cut-out section with ties at the back and a concealed zip in one side. Satin lining."
942941001,942941,Class Rar ring pk,79,Ring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Rings in various designs made from recycled zinc.
